BiGG	COG_cat	GO	KEGG	best_OG	eggNOG_Desc	eggNOGs	em_evalue	em_score	kingdom	name	nog_dataset	orf	seed_ortho	tax_scope	contig	taxa	nog_phylum	plot_classification
	F	GO:0000027,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0022607,GO:0022613,GO:0022618,GO:0030312,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034622,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0042278,GO:0042454,GO:0043021,GO:0043022,GO:0043167,GO:0043168,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K00058,K03977	05DKZ|1.51802232066e-172|579.006896973	GTPase that plays an essential role in the late steps of ribosome biogenesis (By similarity)	05DKZ@bactNOG,0QF0P@fusoNOG,COG1160@NOG	3.9999999999999995e-119	394.8	bact	DER	fusoNOG	SAMEA2620570_292808_12	469615.FGAG_01531	bactNOG[38]	SAMEA2620570_292808	Bacteria	Fusobacteria	diderm
	K	GO:0000003,GO:0000075,GO:0000077,GO:0000226,GO:0000278,GO:0000280,GO:0000375,GO:0000377,GO:0000398,GO:0000428,GO:0001055,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0005739,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006351,GO:0006352,GO:0006354,GO:0006355,GO:0006366,GO:0006367,GO:0006368,GO:0006370,GO:0006396,GO:0006397,GO:0006464,GO:0006468,GO:0006479,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007067,GO:0007093,GO:0007095,GO:0007275,GO:0007346,GO:0007369,GO:0008150,GO:0008152,GO:0008213,GO:0008356,GO:0008380,GO:0009058,GO:0009059,GO:0009299,GO:0009452,GO:0009653,GO:0009790,GO:0009792,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010458,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010948,GO:0016032,GO:0016043,GO:0016070,GO:0016071,GO:0016310,GO:0016591,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0022402,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031570,GO:0031572,GO:0031974,GO:0031981,GO:0032259,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0033554,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0036260,GO:0040008,GO:0040009,GO:0040010,GO:0042789,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043412,GO:0043414,GO:0043581,GO:0043900,GO:0043902,GO:0043903,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044764,GO:0044767,GO:0044773,GO:0044774,GO:0045927,GO:0045935,GO:0046483,GO:0046782,GO:0048285,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048524,GO:0048598,GO:0048856,GO:0050434,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051301,GO:0051704,GO:0051716,GO:0051726,GO:0055029,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071822,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:2000112,GO:2001141	K03006	KOG0260|0.0|1178.51391602	DNA-directed RNA Polymerase	COG0086@NOG,KOG0260@euNOG	0.0	1330.7	euk	POLR2A		SAMEA2620570_2523411_8	39946.BGIOSGA018790-PA	euNOG[57]	SAMEA2620570_2523411	Eukaryotes		Eukaryotes
	C	GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006464,GO:0006468,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007059,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016020,GO:0016043,GO:0016310,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019003,GO:0019439,GO:0019538,GO:0019637,GO:0019693,GO:0022607,GO:0022613,GO:0022618,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0034622,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0036211,GO:0040007,GO:0042254,GO:0042255,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046777,GO:0046872,GO:0055086,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03979	05C9R|5.309018114e-147|493.839324951	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate (By similarity). It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control	05C9R@bactNOG,0CZB1@chlNOG,COG0536@NOG	2.3999999999999998e-114	378.6	bact	OBG	chlNOG	SAMEA2620570_2349695_5	517418.Ctha_0684	bactNOG[38]	SAMEA2620570_2349695	Bacteria	Chlorobi	diderm
	T	GO:0000139,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0000902,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005794,GO:0005795,GO:0006915,GO:0006950,GO:0006984,GO:0006986,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008219,GO:0009653,GO:0009719,GO:0009725,GO:0009741,GO:0009742,GO:0009755,GO:0009826,GO:0009966,GO:0009987,GO:0010033,GO:0010646,GO:0010941,GO:0012501,GO:0012505,GO:0014070,GO:0016020,GO:0016021,GO:0016043,GO:0016049,GO:0016265,GO:0019722,GO:0019932,GO:0023051,GO:0023052,GO:0030176,GO:0030968,GO:0031090,GO:0031224,GO:0031227,GO:0031300,GO:0031301,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0032870,GO:0032989,GO:0033554,GO:0033993,GO:0034620,GO:0034976,GO:0035556,GO:0035966,GO:0035967,GO:0040007,GO:0042175,GO:0042221,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043401,GO:0043581,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044431,GO:0044432,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044767,GO:0048519,GO:0048523,GO:0048545,GO:0048583,GO:0048589,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050848,GO:0050896,GO:0051716,GO:0060548,GO:0060560,GO:0065007,GO:0070887,GO:0071310,GO:0071367,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071840,GO:0097305,GO:0097306,GO:1901700,GO:1901701	K06890	KOG2322|2.71259753423e-56|195.101791382	transmembrane BAX inhibitor	COG0670@NOG,KOG2322@euNOG	3.6e-38	127.0	euk	TMBIM4		SAMEA2620570_2083245_43	35128.Thaps17961	euNOG[57]	SAMEA2620570_2083245	Eukaryotes		Eukaryotes
	O	GO:0000060,GO:0000166,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0000974,GO:0001882,GO:0001883,GO:0002181,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005773,GO:0005774,GO:0005829,GO:0005844,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006355,GO:0006412,GO:0006457,GO:0006605,GO:0006606,GO:0006612,GO:0006613,GO:0006614,GO:0006616,GO:0006626,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006839,GO:0006886,GO:0006913,GO:0006950,GO:0006996,GO:0007005,GO:0007275,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009266,GO:0009277,GO:0009408,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0015031,GO:0016020,GO:0016023,GO:0016043,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017038,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019439,GO:0019538,GO:0019637,GO:0019693,GO:0030312,GO:0030529,GO:0030554,GO:0031090,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031988,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034504,GO:0034605,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0035639,GO:0036094,GO:0042026,GO:0042278,GO:0042454,GO:0042470,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043581,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044270,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044744,GO:0044763,GO:0044765,GO:0044767,GO:0045047,GO:0045184,GO:0045892,GO:0045934,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0048523,GO:0048770,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051252,GO:0051253,GO:0051641,GO:0051649,GO:0051716,GO:0055085,GO:0055086,GO:0060255,GO:0061077,GO:0065002,GO:0065007,GO:0070013,GO:0070585,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071806,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0072594,GO:0072599,GO:0072655,GO:0080090,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:2000112,GO:2000113,GO:2001141	K03283	12PIY|0.0|1234.21862793	heat shock	03IP6@ascNOG,0PFQW@fuNOG,12PIY@opiNOG,COG0443@NOG,KOG0101@euNOG	1.0999999999999995e-282	933.8	euk	HSP70		SAMEA2620542_2142610_6	402676.XP_002172440.1	fuNOG[21]	SAMEA2620542_2142610	Fungi		Eukaryotes
	L		K03167	0KRGV|3.95460900969e-209|693.331481934	DNA topoisomerase VI subunit B (EC 5.99.1.3)	0KRGV@eurNOG,COG1389@NOG,arCOG01165@arNOG	7.699999999999996e-231	760.0	arch	TOP6B		SAMEA2620542_1573674_9	274854.MG2_0097	arNOG[11]	SAMEA2620542_1573674	Archaea		Archaea
	P			07TPJ|1.19114102789e-228|762.887634277	drug resistance	014EN@actNOG,07TPJ@bactNOG,0ZVYR@NOG	5.699999999999997e-255	836.3	bact		actNOG	SAMEA2620413_456717_40	644548.SCNU_15484	bactNOG[38]	SAMEA2620413_456717	Bacteria	Actinobacteria	monoderm
	P		K03296,K18138	16PBH|5.23448975711e-308|1028.21826172	acriflavin resistance protein	01QFF@aproNOG,05BZS@bactNOG,16PBH@proNOG,COG0841@NOG	0.0	2127.6	bact	ACRD	proNOG	SAMEA2620413_1059347_47	685035.CbatJ_010100004616	bactNOG[38]	SAMEA2620413_1059347	Bacteria	Proteobacteria	diderm
	U	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006605,GO:0006612,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055086,GO:0070727,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03106	05CB9|1.47957962699e-214|717.34375	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	05CB9@bactNOG,099NM@bctoNOG,0P7TT@flaNOG,COG0541@NOG	6.899999999999998e-209	690.5	bact	FFH	bctoNOG;flaNOG	SAMEA2620404_88891_4	655815.ZPR_3836	bactNOG[38]	SAMEA2620404_88891	Bacteria		Unclassified_Bact
	U	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006605,GO:0006612,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055086,GO:0070727,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03106	05CB9|4.2605224861e-212|709.220275879	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	05CB9@bactNOG,099NM@bctoNOG,0P7TT@flaNOG,COG0541@NOG	1.699999999999999e-215	712.1	bact	FFH	bctoNOG;flaNOG	SAMEA2620404_738237_6	553177.CAPSP0001_1328	bactNOG[38]	SAMEA2620404_738237	Bacteria		Unclassified_Bact
	T		K02218,K14758	KOG1163|7.86308329599e-59|203.264282227	whole genome shotgun sequence	0ZCR5@NOG,KOG1163@euNOG	3.1e-38	124.9	euk			SAMEA2620404_2043199_9	5911.EAS07635	euNOG[57]	SAMEA2620404_2043199	Eukaryotes		Eukaryotes
	T	GO:0000003,GO:0000070,GO:0000075,GO:0000077,GO:0000086,GO:0000166,GO:0000226,GO:0000228,GO:0000278,GO:0000280,GO:0000287,GO:0000775,GO:0000776,GO:0000777,GO:0000779,GO:0000793,GO:0000794,GO:0000819,GO:0000910,GO:0000922,GO:0001701,GO:0001824,GO:0001882,GO:0001883,GO:0001932,GO:0001934,GO:0002009,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004871,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005694,GO:0005730,GO:0005737,GO:0005813,GO:0005815,GO:0005816,GO:0005819,GO:0005829,GO:0005856,GO:0006139,GO:0006259,GO:0006323,GO:0006461,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007059,GO:0007067,GO:0007076,GO:0007088,GO:0007096,GO:0007098,GO:0007154,GO:0007165,GO:0007243,GO:0007264,GO:0007265,GO:0007275,GO:0007346,GO:0007548,GO:0008104,GO:0008150,GO:0008152,GO:0009405,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010562,GO:0010564,GO:0010604,GO:0010627,GO:0010646,GO:0010647,GO:0010648,GO:0010740,GO:0010741,GO:0010948,GO:0010974,GO:0012505,GO:0015630,GO:0016043,GO:0016301,GO:0016310,GO:0016604,GO:0016607,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018105,GO:0018193,GO:0018209,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022402,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030071,GO:0030261,GO:0030496,GO:0030554,GO:0031023,GO:0031028,GO:0031029,GO:0031030,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031570,GO:0031572,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0031991,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0032465,GO:0032466,GO:0032501,GO:0032502,GO:0032506,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0032880,GO:0032886,GO:0032954,GO:0032955,GO:0032991,GO:0033036,GO:0033043,GO:0033554,GO:0033674,GO:0034613,GO:0034641,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0040008,GO:0040009,GO:0040010,GO:0040011,GO:0040012,GO:0040017,GO:0040035,GO:0042325,GO:0042327,GO:0043009,GO:0043085,GO:0043122,GO:0043123,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043392,GO:0043412,GO:0043549,GO:0043933,GO:0044085,GO:0044087,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044732,GO:0044763,GO:0044767,GO:0044770,GO:0044772,GO:0045859,GO:0045860,GO:0045927,GO:0045937,GO:0046483,GO:0046578,GO:0046580,GO:0046602,GO:0046605,GO:0046777,GO:0046872,GO:0048285,GO:0048513,GO:0048518,GO:0048519,GO:0048520,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048729,GO:0048731,GO:0048806,GO:0048856,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050795,GO:0050896,GO:0050920,GO:0050921,GO:0051056,GO:0051058,GO:0051098,GO:0051100,GO:0051101,GO:0051128,GO:0051129,GO:0051174,GO:0051179,GO:0051225,GO:0051246,GO:0051247,GO:0051276,GO:0051297,GO:0051299,GO:0051301,GO:0051302,GO:0051338,GO:0051347,GO:0051493,GO:0051641,GO:0051704,GO:0051716,GO:0051726,GO:0051782,GO:0051783,GO:0051983,GO:0051988,GO:0060089,GO:0060255,GO:0060341,GO:0060429,GO:0061458,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0070271,GO:0070507,GO:0070727,GO:0070925,GO:0071103,GO:0071704,GO:0071822,GO:0071840,GO:0071958,GO:0072686,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0090307,GO:0090342,GO:0097159,GO:1901265,GO:1901360,GO:1901363,GO:1901891,GO:1901892,GO:1901987,GO:1901988,GO:1901990,GO:1902099,GO:2000772	K05661,K08857,K15503	KOG0591|6.87981126804e-72|246.04019165	NIMA-related kinase	0XNQP@NOG,KOG0591@euNOG	2.0999999999999998e-55	182.4	euk	NEK7		SAMEA2620404_1869347_4	184922.XP_001710057.1	euNOG[57]	SAMEA2620404_1869347	Eukaryotes		Eukaryotes
	P		K02168	05C94|5.59545199881e-249|831.703369141	Transporter	01RQD@aproNOG,05C94@bactNOG,16PBM@proNOG,COG1292@NOG	0.0	1444.5	bact	BETT	proNOG	SAMEA2620384_81_24	685035.CbatJ_010100004506	bactNOG[38]	SAMEA2620384_81	Bacteria	Proteobacteria	diderm
	T	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944	K06217	05C9A|2.09863097435e-73|250.641998291	Phoh family	04RI9@bacNOG,05C9A@bactNOG,0NDD9@firmNOG,COG1702@NOG	4.4e-54	179.7	bact	PHOH	bacNOG;firmNOG	SAMEA2620339_2714839_2	638301.HMPREF0444_0499	bactNOG[38]	SAMEA2620339_2714839	Bacteria		Unclassified_Bact
