#orf	Prob	Evalue	Pvalue	Score	SS	Cols	Query_HMM	Template_HMM	Identity	Similarity	Sum_probs	Template_Neff	subject_header
SAMEA2619376_152_22	99.9	2.8E-32	5.3E-37	238.1	0.0	204	11-234	7-228 (235)	22	0.338	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622737_105518_8	100.0	9.5E-43	1.8E-47	296.3	0.0	227	1-233	1-229 (235)	54	1.021	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621277_1582956_1	100.0	5.6E-44	1.1E-48	311.3	0.0	231	5-237	6-259 (273)	47	0.772	0.0	7.700	3DDL_A Xanthorhodopsin; rhodopsin, carotenoid, ion pump, light-harvesting; HET: SXN, UNL, PCW, RET, PX4; 1.9A {Salinibacter ruber}
SAMEA2619399_109711_12	100.0	2.3E-42	4.4E-47	302.3	0.0	230	27-256	4-233 (235)	59	1.123	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622097_839474_4	98.2	2.9E-09	5.7E-14	95.8	0.0	187	85-297	42-231 (258)	12	0.163	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622219_1383220_7	100.0	1.9E-40	3.6E-45	287.7	0.0	229	9-249	3-233 (235)	43	0.835	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619952_1036197_58	100.0	1.4E-44	2.7E-49	316.5	0.0	245	1-249	8-259 (273)	48	0.837	0.0	7.700	3DDL_A Xanthorhodopsin; rhodopsin, carotenoid, ion pump, light-harvesting; HET: SXN, UNL, PCW, RET, PX4; 1.9A {Salinibacter ruber}
SAMEA2621221_1783646_1_1	100.0	3.8E-34	7.2E-39	253.8	0.0	210	11-243	3-233 (247)	19	0.244	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2622821_977_25	98.4	2.9E-10	5.6E-15	101.6	0.0	187	78-279	48-243 (258)	10	0.181	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619399_2698962_4	100.0	1.4E-33	2.7E-38	259.1	0.0	228	25-292	1-242 (244)	18	0.138	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623886_781565_4	100.0	1.4E-43	2.6E-48	309.3	0.0	242	1-245	8-259 (273)	44	0.789	0.0	7.700	3DDL_A Xanthorhodopsin; rhodopsin, carotenoid, ion pump, light-harvesting; HET: SXN, UNL, PCW, RET, PX4; 1.9A {Salinibacter ruber}
SAMEA2591074_637059_2	100.0	1.7E-43	3.3E-48	298.8	0.0	229	2-231	3-234 (235)	51	0.925	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623275_899171_8	98.4	3.9E-10	7.5E-15	102.1	0.0	191	114-315	45-243 (258)	13	0.164	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619667_21759_3	100.0	2.2E-42	4.3E-47	295.0	0.0	221	1-234	1-225 (235)	15	0.236	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2622568_61469_2	100.0	1.8E-41	3.4E-46	296.5	0.0	230	25-255	3-232 (235)	54	1.032	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622695_475850_15	100.0	4.3E-44	8.3E-49	305.6	0.0	232	1-232	1-232 (235)	58	1.084	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621448_243_5	100.0	1.1E-41	2.1E-46	296.0	0.0	227	16-249	4-233 (235)	42	0.848	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619399_2504432_5	100.0	5.3E-44	1E-48	305.0	0.0	231	1-237	1-233 (235)	51	0.960	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619952_1677347_9	100.0	8.8E-42	1.7E-46	290.6	0.0	230	5-237	4-233 (235)	58	1.075	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622716_706518_12	97.1	3.4E-06	6.6E-11	75.1	0.0	152	161-327	46-201 (258)	15	0.181	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619766_29157_3	100.0	7.4E-42	1.4E-46	286.6	0.0	222	1-222	1-228 (235)	70	1.199	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623275_1540443_60	99.9	1.6E-32	3.1E-37	236.7	0.0	194	9-223	7-225 (227)	17	0.295	0.0	8.200	1S51_A bacteriorhodopsin; membrane protein  bacteriorhodopsin, PROTON; HET: RET; 2.0A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2619802_16128_2	100.0	3.9E-41	7.5E-46	307.2	0.0	235	54-299	2-237 (243)	32	0.623	0.0	7.800	2L6X_A Green-light absorbing proteorhodopsin; proteorhodopsin, membrane protein structure, cell-free; HET: RET; NMR {uncultured marine gamma proteobacterium EBAC31A08}
SAMEA2623116_156226_2	100.0	1.1E-38	2.1E-43	277.6	0.0	214	3-242	15-241 (244)	17	0.265	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2622316_1028038_3	100.0	1.1E-42	2.2E-47	329.7	0.0	259	34-308	5-276 (304)	15	0.211	0.0	7.000	4YZI_A Sensory opsin A,Archaeal-type opsin 2; membrane protein, channelrhodopsin, microbial rhodopsin; HET: RET, OLA; 2.5A {Chlamydomonas reinhardtii}
SAMEA2620217_1364836_15	100.0	5.6E-43	1.1E-47	325.2	0.0	234	33-281	37-276 (304)	13	0.190	0.0	7.000	4YZI_A Sensory opsin A,Archaeal-type opsin 2; membrane protein, channelrhodopsin, microbial rhodopsin; HET: RET, OLA; 2.5A {Chlamydomonas reinhardtii}
SAMEA2619818_1170_3	100.0	1.5E-41	2.8E-46	285.0	0.0	218	3-220	4-229 (235)	61	1.043	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621839_1283139_9	100.0	3.8E-43	7.3E-48	304.3	0.0	228	20-247	2-230 (235)	61	1.131	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621423_838368_24	100.0	3.6E-39	6.9E-44	276.6	0.0	217	13-239	6-227 (229)	19	0.286	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2620980_493799_4	100.0	2.3E-34	4.4E-39	250.9	0.0	204	13-233	6-229 (235)	17	0.259	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2619548_2251627_1	100.0	8.1E-41	1.6E-45	278.0	0.0	211	1-217	4-227 (229)	19	0.308	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2619818_53776_4	98.5	1.2E-10	2.3E-15	105.4	0.0	184	85-269	45-235 (258)	15	0.149	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623446_1314981_9	100.0	5.9E-42	1.1E-46	297.7	0.0	229	12-249	3-234 (235)	39	0.763	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621076_2297893_5	100.0	6.2E-41	1.2E-45	304.9	0.0	236	31-273	15-271 (288)	21	0.325	0.0	7.600	4XTL_A KR2; ion pump, membrane protein; HET: LYR, GOL, LFA; 1.45A {Dokdonia eikasta}
SAMEA2621487_1556363_6	100.0	3E-42	5.8E-47	294.9	0.0	226	7-243	3-230 (235)	42	0.807	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620021_1282905_4	100.0	4.9E-34	9.5E-39	246.4	0.0	196	11-227	12-227 (229)	21	0.307	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2622656_202829_4	92.8	0.021	4E-07	48.6	0.0	184	139-342	31-237 (258)	16	0.164	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621155_98458_4	100.0	6.4E-43	1.2E-47	295.6	0.0	223	2-229	5-229 (235)	51	0.946	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621401_490410_5	100.0	5.1E-42	9.8E-47	292.7	0.0	220	15-241	4-228 (229)	20	0.303	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2620672_1088177_6	100.0	3.9E-41	7.5E-46	301.2	0.0	222	51-283	3-228 (229)	20	0.263	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2621013_884942_9	100.0	4.1E-36	7.9E-41	273.6	0.0	207	44-283	1-234 (244)	17	0.227	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623370_2474181_12	100.0	5.6E-43	1.1E-47	308.1	0.0	231	16-252	1-241 (244)	19	0.271	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619782_15118_4	100.0	7.1E-45	1.4E-49	306.7	0.0	232	1-232	1-232 (235)	69	1.211	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622763_252012_3	99.9	7.6E-33	1.5E-37	246.9	0.0	201	28-250	16-242 (244)	17	0.317	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623135_153623_1	98.4	4E-10	7.6E-15	104.1	0.0	197	155-386	45-246 (258)	12	0.147	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619678_752514_75	100.0	9.3E-42	1.8E-46	292.8	0.0	230	6-244	3-233 (235)	42	0.808	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621020_1683730_8	99.9	7.9E-30	1.5E-34	223.8	0.0	195	22-232	1-219 (235)	15	0.184	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2619927_1173795_5	99.9	1E-31	2E-36	242.3	0.0	202	1-246	1-236 (259)	21	0.304	0.0	7.700	3WQJ_A Archaerhodopsin-2; 7 trans-membrane helices, light-driven proton; HET: SQL, L4P, L2P, 22B, RET, L3P; 1.8A {Halobacterium}
SAMEA2620194_943871_9	100.0	1.9E-42	3.7E-47	306.3	0.0	231	35-270	3-235 (235)	52	0.952	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623488_1680373_11	99.9	2.4E-29	4.7E-34	213.0	0.0	169	31-208	29-211 (220)	18	0.207	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2591108_697781_4	100.0	9.4E-43	1.8E-47	296.1	0.0	229	7-238	5-234 (235)	60	1.116	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619907_1642992_6	100.0	2.7E-42	5.2E-47	301.4	0.0	229	27-256	4-233 (235)	45	0.934	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619678_705728_76	100.0	3.6E-43	7E-48	299.4	0.0	226	8-234	2-231 (235)	18	0.239	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2622316_2557915_25	96.7	1.9E-05	3.7E-10	71.8	0.0	107	220-330	45-162 (258)	14	0.122	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621551_2365717_3	100.0	1.8E-41	3.5E-46	296.7	0.0	227	27-254	4-231 (235)	56	1.083	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621859_1709031_2	99.9	1.3E-28	2.5E-33	212.2	0.0	195	1-212	1-219 (235)	13	0.090	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2621075_1677285_1	98.5	8.4E-11	1.6E-15	108.3	0.0	201	99-326	45-248 (258)	14	0.179	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620065_1362_10	100.0	1.9E-49	3.7E-54	352.5	0.0	255	3-261	7-261 (275)	36	0.657	0.0	7.900	5FJG_A CHLORIDE PUMPING RHODOPSIN; TRANSPORT PROTEIN; HET: OLA, ANR; 2.0A {NONLABENS MARINUS S1-08}
SAMEA2621203_2456461_6	100.0	4E-43	7.6E-48	311.9	0.0	227	30-267	5-240 (244)	18	0.251	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2591057_606306_2	100.0	7.6E-41	1.5E-45	287.7	0.0	215	12-235	13-238 (244)	19	0.324	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621044_506239_4	100.0	1E-43	2E-48	301.2	0.0	226	7-232	5-231 (235)	67	1.164	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622710_2374628_24	100.0	8.7E-41	1.7E-45	289.1	0.0	226	1-240	8-242 (244)	20	0.264	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623488_2119868_5	100.0	4.1E-42	7.9E-47	304.7	0.0	221	35-265	9-239 (244)	21	0.296	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2622821_6471_3	98.3	9.7E-10	1.9E-14	100.9	0.0	174	96-278	43-235 (258)	16	0.176	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621221_903572_1	100.0	8.2E-39	1.6E-43	276.1	0.0	213	14-242	4-223 (229)	23	0.271	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2619678_1957727_4	100.0	5.9E-43	1.1E-47	293.7	0.0	223	2-227	6-228 (235)	54	0.968	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619667_8164_3	100.0	1.9E-42	3.7E-47	303.7	0.0	230	31-260	4-233 (235)	57	1.105	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621260_2233801_12	100.0	3.2E-45	6.2E-50	309.9	0.0	233	1-233	1-233 (235)	58	1.114	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620570_2083245_18	98.5	2E-10	3.8E-15	105.0	0.0	192	116-316	45-241 (258)	14	0.085	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623446_1457557_6	100.0	1.4E-44	2.6E-49	298.9	0.0	219	1-220	1-219 (220)	70	1.172	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2621423_96682_2	100.0	9.1E-43	1.8E-47	292.9	0.0	227	2-228	5-232 (235)	59	1.101	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619818_3686_11	100.0	6.2E-44	1.2E-48	301.0	0.0	227	3-229	4-230 (235)	66	1.196	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2591122_1125353_5	100.0	1.4E-39	2.7E-44	280.3	0.0	219	11-239	2-226 (235)	42	0.782	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620666_34680_3	100.0	7.8E-43	1.5E-47	305.3	0.0	230	26-256	3-233 (235)	50	1.015	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621839_1344298_11	100.0	1.9E-40	3.7E-45	299.0	0.0	230	60-289	2-232 (235)	67	1.161	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620230_1159560_10	100.0	1.4E-33	2.7E-38	250.1	0.0	204	13-241	9-238 (244)	23	0.318	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619857_117796_3	100.0	1.6E-43	3.1E-48	300.6	0.0	227	6-237	3-231 (235)	65	1.126	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621259_1462221_5	99.9	2.7E-32	5.1E-37	239.0	0.0	197	1-228	1-219 (235)	17	0.298	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2622074_1164127_5	98.3	9.6E-10	1.9E-14	98.6	0.0	177	92-272	45-235 (258)	12	0.087	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620979_1853374_2	100.0	3E-34	5.9E-39	248.0	0.0	203	1-225	1-221 (247)	19	0.333	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2619667_10185_1	100.0	3.5E-43	6.8E-48	299.2	0.0	232	3-234	1-233 (235)	61	1.103	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619818_22491_3	100.0	1.2E-42	2.4E-47	295.6	0.0	228	7-235	5-233 (235)	58	1.099	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623275_2099480_4	100.0	7.8E-35	1.5E-39	253.1	0.0	202	4-228	1-223 (247)	15	0.220	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2622316_2240009_3	100.0	1.7E-39	3.2E-44	282.2	0.0	222	11-239	6-241 (244)	18	0.245	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619667_18279_8	100.0	1.3E-42	2.6E-47	303.8	0.0	229	27-256	4-233 (235)	59	1.109	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622074_1468380_3	100.0	4.3E-41	8.3E-46	294.4	0.0	227	24-259	3-230 (235)	41	0.807	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621075_1406407_2	98.3	1.1E-09	2.2E-14	99.2	0.0	192	102-328	45-244 (258)	15	0.201	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2591074_57460_56	100.0	8E-42	1.5E-46	304.1	0.0	233	41-273	2-234 (235)	53	1.033	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621045_1018390_7	100.0	9.4E-41	1.8E-45	289.0	0.0	227	6-249	3-230 (235)	43	0.808	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622837_2694052_4	100.0	2.1E-41	4E-46	288.7	0.0	226	1-232	1-228 (235)	54	1.004	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620828_1255151_3	98.6	4.7E-11	9E-16	110.2	0.0	196	150-381	45-247 (258)	15	0.135	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620980_1995190_2	100.0	1.6E-40	3.2E-45	285.7	0.0	227	7-244	4-231 (235)	44	0.801	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2591057_732871_14	98.4	4.5E-10	8.6E-15	101.7	0.0	183	75-262	45-235 (258)	16	0.249	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621779_133093_3	100.0	2.5E-41	4.9E-46	289.4	0.0	226	7-241	4-230 (235)	45	0.816	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620021_659465_17	100.0	8.1E-43	1.5E-47	295.2	0.0	224	2-227	9-232 (235)	64	1.141	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619766_16255_2	100.0	5.7E-42	1.1E-46	300.2	0.0	229	29-260	4-232 (235)	55	1.023	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619548_2196513_28	100.0	4.1E-43	7.8E-48	298.3	0.0	227	6-232	3-230 (235)	67	1.168	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620339_2097359_5	100.0	7.3E-42	1.4E-46	290.9	0.0	226	7-236	5-231 (235)	59	1.114	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621423_1984023_4	99.9	2.1E-29	4.1E-34	223.2	0.0	214	1-247	1-228 (229)	15	0.169	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2620979_335054_60	19.0	64	0.0012	22.6	0.0	18	238-255	8-25 (34)	33	0.383	0.0	3.700	4OGQ_F Cytochrome b6, Cytochrome b6-f complex; Electron transfer, Plastocyanin, cytochrome c6; HET: HEM, SQD, 3WM, MYS, UMQ, 7PH, 1O2, CLA, 2WM, 8K6, OPC, BCR, 2WD, 2WA; 2.501A {Nostoc sp.}
SAMEA2619782_824_33	100.0	3.9E-44	7.5E-49	314.5	0.0	232	4-236	20-276 (288)	27	0.422	0.0	7.600	4XTN_A KR2; ion pump, membrane protein; HET: LFA, MPG, LYR, NA; 2.2A {Dokdonia eikasta}
SAMEA2623463_1416886_15	99.9	7.5E-30	1.4E-34	228.3	0.0	204	39-293	7-222 (229)	20	0.268	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2623135_239033_3	100.0	1.9E-42	3.6E-47	303.1	0.0	229	29-257	2-231 (235)	52	1.004	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
